Qualtrics.RID,Block,Choice.Task,Alternative,Chosen.Alternative,Choice.Binary,chemical,training,support,cost,Demo_Age,Demo_Gender,Demo_Education,Demo_Education.Text,Farm_Land.Size,Farm_Tenure,Farm_Tenure.Text,Baseline_Fert.kg,Baseline_Herbicide,RecordedDate,Consent
R_6PTGKMMsGnjIwQu,1,4,2,1,0,1,3,1,56,NA,1,4,NA,NA,1,NA,NA,NA,2026-07-30T20:30:08Z,1
R_6PTGKMMsGnjIwQu,1,4,3,1,0,0,0,0,0,NA,1,4,NA,NA,1,NA,NA,NA,2026-07-30T20:30:08Z,1
R_6PTGKMMsGnjIwQu,1,5,1,1,1,1,2,2,11,NA,1,4,NA,NA,1,NA,NA,NA,2026-07-30T20:30:08Z,1
R_6PTGKMMsGnjIwQu,1,5,2,1,0,2,1,1,11,NA,1,4,NA,NA,1,NA,NA,NA,2026-07-30T20:30:08Z,1
R_6PTGKMMsGnjIwQu,1,5,3,1,0,0,0,0,0,NA,1,4,NA,NA,1,NA,NA,NA,2026-07-30T20:30:08Z,1
R_6PTGKMMsGnjIwQu,1,6,1,1,1,3,2,3,22,NA,1,4,NA,NA,1,NA,NA,NA,2026-07-30T20:30:08Z,1
R_6PTGKMMsGnjIwQu,1,6,2,1,0,2,1,2,113,NA,1,4,NA,NA,1,NA,NA,NA,2026-07-30T20:30:08Z,1
R_6PTGKMMsGnjIwQu,1,6,3,1,0,0,0,0,0,NA,1,4,NA,NA,1,NA,NA,NA,2026-07-30T20:30:08Z,1
R_6PTGKMMsGnjIwQu,1,7,1,2,0,3,3,2,56,NA,1,4,NA,NA,1,NA,NA,NA,2026-07-30T20:30:08Z,1
R_6PTGKMMsGnjIwQu,1,7,2,2,1,2,2,1,84,NA,1,4,NA,NA,1,NA,NA,NA,2026-07-30T20:30:08Z,1
R_6PTGKMMsGnjIwQu,1,7,3,2,0,0,0,0,0,NA,1,4,NA,NA,1,NA,NA,NA,2026-07-30T20:30:08Z,1
R_6PTGKMMsGnjIwQu,1,8,1,1,1,1,1,2,56,NA,1,4,NA,NA,1,NA,NA,NA,2026-07-30T20:30:08Z,1
R_6PTGKMMsGnjIwQu,1,8,2,1,0,3,3,3,22,NA,1,4,NA,NA,1,NA,NA,NA,2026-07-30T20:30:08Z,1
R_6PTGKMMsGnjIwQu,1,8,3,1,0,0,0,0,0,NA,1,4,NA,NA,1,NA,NA,NA,2026-07-30T20:30:08Z,1
R_6PuzpkOyNLM2CA6,1,1,1,2,0,1,2,1,84,NA,3,1,NA,NA,1,NA,NA,NA,2026-06-23T11:57:25Z,1
R_6PuzpkOyNLM2CA6,1,1,2,2,1,2,3,3,56,NA,3,1,NA,NA,1,NA,NA,NA,2026-06-23T11:57:25Z,1
R_6PuzpkOyNLM2CA6,1,1,3,2,0,0,0,0,0,NA,3,1,NA,NA,1,NA,NA,NA,2026-06-23T11:57:25Z,1
R_6PuzpkOyNLM2CA6,1,2,1,2,0,2,3,3,56,NA,3,1,NA,NA,1,NA,NA,NA,2026-06-23T11:57:25Z,1
R_6PuzpkOyNLM2CA6,1,2,2,2,1,3,2,2,56,NA,3,1,NA,NA,1,NA,NA,NA,2026-06-23T11:57:25Z,1
R_6PuzpkOyNLM2CA6,1,2,3,2,0,0,0,0,0,NA,3,1,NA,NA,1,NA,NA,NA,2026-06-23T11:57:25Z,1
R_6PuzpkOyNLM2CA6,1,3,1,2,0,3,2,1,113,NA,3,1,NA,NA,1,NA,NA,NA,2026-06-23T11:57:25Z,1
R_6PuzpkOyNLM2CA6,1,3,2,2,1,1,1,3,22,NA,3,1,NA,NA,1,NA,NA,NA,2026-06-23T11:57:25Z,1
R_6PuzpkOyNLM2CA6,1,3,3,2,0,0,0,0,0,NA,3,1,NA,NA,1,NA,NA,NA,2026-06-23T11:57:25Z,1
R_6PuzpkOyNLM2CA6,1,4,1,1,1,2,2,2,84,NA,3,1,NA,NA,1,NA,NA,NA,2026-06-23T11:57:25Z,1
R_6PuzpkOyNLM2CA6,1,4,2,1,0,1,3,1,56,NA,3,1,NA,NA,1,NA,NA,NA,2026-06-23T11:57:25Z,1
R_6PuzpkOyNLM2CA6,1,4,3,1,0,0,0,0,0,NA,3,1,NA,NA,1,NA,NA,NA,2026-06-23T11:57:25Z,1
R_6PuzpkOyNLM2CA6,1,5,1,2,0,1,2,2,11,NA,3,1,NA,NA,1,NA,NA,NA,2026-06-23T11:57:25Z,1
R_6PuzpkOyNLM2CA6,1,5,2,2,1,2,1,1,11,NA,3,1,NA,NA,1,NA,NA,NA,2026-06-23T11:57:25Z,1
R_6PuzpkOyNLM2CA6,1,5,3,2,0,0,0,0,0,NA,3,1,NA,NA,1,NA,NA,NA,2026-06-23T11:57:25Z,1
R_6PuzpkOyNLM2CA6,1,6,1,2,0,3,2,3,22,NA,3,1,NA,NA,1,NA,NA,NA,2026-06-23T11:57:25Z,1
R_6PuzpkOyNLM2CA6,1,6,2,2,1,2,1,2,113,NA,3,1,NA,NA,1,NA,NA,NA,2026-06-23T11:57:25Z,1
R_6PuzpkOyNLM2CA6,1,6,3,2,0,0,0,0,0,NA,3,1,NA,NA,1,NA,NA,NA,2026-06-23T11:57:25Z,1
R_6PuzpkOyNLM2CA6,1,7,1,3,0,3,3,2,56,NA,3,1,NA,NA,1,NA,NA,NA,2026-06-23T11:57:25Z,1
R_6PuzpkOyNLM2CA6,1,7,2,3,0,2,2,1,84,NA,3,1,NA,NA,1,NA,NA,NA,2026-06-23T11:57:25Z,1
R_6PuzpkOyNLM2CA6,1,7,3,3,1,0,0,0,0,NA,3,1,NA,NA,1,NA,NA,NA,2026-06-23T11:57:25Z,1
R_6PuzpkOyNLM2CA6,1,8,1,2,0,1,1,2,56,NA,3,1,NA,NA,1,NA,NA,NA,2026-06-23T11:57:25Z,1
R_6PuzpkOyNLM2CA6,1,8,2,2,1,3,3,3,22,NA,3,1,NA,NA,1,NA,NA,NA,2026-06-23T11:57:25Z,1
R_6PuzpkOyNLM2CA6,1,8,3,2,0,0,0,0,0,NA,3,1,NA,NA,1,NA,NA,NA,2026-06-23T11:57:25Z,1
R_6QRv6kZ0hOg37jS,1,3,1,3,0,3,2,1,113,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026-07-22T15:25:59Z,1
R_6QRv6kZ0hOg37jS,1,3,2,3,0,1,1,3,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026-07-22T15:25:59Z,1
R_6QRv6kZ0hOg37jS,1,3,3,3,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026-07-22T15:25:59Z,1
R_6QRv6kZ0hOg37jS,1,4,1,3,0,2,2,2,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026-07-22T15:25:59Z,1
R_6QRv6kZ0hOg37jS,1,4,2,3,0,1,3,1,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026-07-22T15:25:59Z,1
R_6QRv6kZ0hOg37jS,1,4,3,3,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026-07-22T15:25:59Z,1
R_6QRv6kZ0hOg37jS,1,5,1,2,0,1,2,2,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026-07-22T15:25:59Z,1
R_6QRv6kZ0hOg37jS,1,5,2,2,1,2,1,1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026-07-22T15:25:59Z,1
R_6QRv6kZ0hOg37jS,1,5,3,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026-07-22T15:25:59Z,1
R_6QRv6kZ0hOg37jS,1,6,1,3,0,3,2,3,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026-07-22T15:25:59Z,1
R_6QRv6kZ0hOg37jS,1,6,2,3,0,2,1,2,113,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026-07-22T15:25:59Z,1
R_6QRv6kZ0hOg37jS,1,6,3,3,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026-07-22T15:25:59Z,1
R_6QRv6kZ0hOg37jS,1,7,1,2,0,3,3,2,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026-07-22T15:25:59Z,1
R_6QRv6kZ0hOg37jS,1,7,2,2,1,2,2,1,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026-07-22T15:25:59Z,1
R_6QRv6kZ0hOg37jS,1,7,3,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026-07-22T15:25:59Z,1
R_6QRv6kZ0hOg37jS,1,8,1,3,0,1,1,2,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026-07-22T15:25:59Z,1
R_6QRv6kZ0hOg37jS,1,8,2,3,0,3,3,3,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026-07-22T15:25:59Z,1
R_6QRv6kZ0hOg37jS,1,8,3,3,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026-07-22T15:25:59Z,1
R_6Qhhi1vs8bMpVki,2,10,1,3,0,2,3,3,113,NA,1,2,NA,NA,1,NA,NA,NA,2026-07-15T13:30:58Z,1
R_6Qhhi1vs8bMpVki,2,10,2,3,0,3,1,1,11,NA,1,2,NA,NA,1,NA,NA,NA,2026-07-15T13:30:58Z,1
R_6Qhhi1vs8bMpVki,2,10,3,3,1,0,0,0,0,NA,1,2,NA,NA,1,NA,NA,NA,2026-07-15T13:30:58Z,1
R_6Qhhi1vs8bMpVki,2,11,1,1,1,2,3,1,11,NA,1,2,NA,NA,1,NA,NA,NA,2026-07-15T13:30:58Z,1
R_6Qhhi1vs8bMpVki,2,11,2,1,0,3,1,3,113,NA,1,2,NA,NA,1,NA,NA,NA,2026-07-15T13:30:58Z,1
R_6Qhhi1vs8bMpVki,2,11,3,1,0,0,0,0,0,NA,1,2,NA,NA,1,NA,NA,NA,2026-07-15T13:30:58Z,1
R_6Qhhi1vs8bMpVki,2,12,1,3,0,1,1,3,11,NA,1,2,NA,NA,1,NA,NA,NA,2026-07-15T13:30:58Z,1
R_6Qhhi1vs8bMpVki,2,12,2,3,0,3,3,2,113,NA,1,2,NA,NA,1,NA,NA,NA,2026-07-15T13:30:58Z,1
R_6Qhhi1vs8bMpVki,2,12,3,3,1,0,0,0,0,NA,1,2,NA,NA,1,NA,NA,NA,2026-07-15T13:30:58Z,1
R_6Qhhi1vs8bMpVki,2,13,1,2,0,3,1,2,22,NA,1,2,NA,NA,1,NA,NA,NA,2026-07-15T13:30:58Z,1
R_6Qhhi1vs8bMpVki,2,13,2,2,1,1,2,1,84,NA,1,2,NA,NA,1,NA,NA,NA,2026-07-15T13:30:58Z,1
R_6Qhhi1vs8bMpVki,2,13,3,2,0,0,0,0,0,NA,1,2,NA,NA,1,NA,NA,NA,2026-07-15T13:30:58Z,1
R_6Qhhi1vs8bMpVki,2,14,1,1,1,3,3,1,22,NA,1,2,NA,NA,1,NA,NA,NA,2026-07-15T13:30:58Z,1
R_6Qhhi1vs8bMpVki,2,14,2,1,0,1,2,3,84,NA,1,2,NA,NA,1,NA,NA,NA,2026-07-15T13:30:58Z,1
R_6Qhhi1vs8bMpVki,2,14,3,1,0,0,0,0,0,NA,1,2,NA,NA,1,NA,NA,NA,2026-07-15T13:30:58Z,1
R_6Qhhi1vs8bMpVki,2,15,1,1,1,3,1,3,113,NA,1,2,NA,NA,1,NA,NA,NA,2026-07-15T13:30:58Z,1
R_6Qhhi1vs8bMpVki,2,15,2,1,0,2,3,2,11,NA,1,2,NA,NA,1,NA,NA,NA,2026-07-15T13:30:58Z,1
R_6Qhhi1vs8bMpVki,2,15,3,1,0,0,0,0,0,NA,1,2,NA,NA,1,NA,NA,NA,2026-07-15T13:30:58Z,1
R_6Qhhi1vs8bMpVki,2,16,1,3,0,2,1,1,84,NA,1,2,NA,NA,1,NA,NA,NA,2026-07-15T13:30:58Z,1
R_6Qhhi1vs8bMpVki,2,16,2,3,0,1,3,2,22,NA,1,2,NA,NA,1,NA,NA,NA,2026-07-15T13:30:58Z,1
R_6Qhhi1vs8bMpVki,2,16,3,3,1,0,0,0,0,NA,1,2,NA,NA,1,NA,NA,NA,2026-07-15T13:30:58Z,1
R_6Qhhi1vs8bMpVki,2,9,1,3,0,1,3,1,113,NA,1,2,NA,NA,1,NA,NA,NA,2026-07-15T13:30:58Z,1
R_6Qhhi1vs8bMpVki,2,9,2,3,0,2,2,3,11,NA,1,2,NA,NA,1,NA,NA,NA,2026-07-15T13:30:58Z,1
R_6Qhhi1vs8bMpVki,2,9,3,3,1,0,0,0,0,NA,1,2,NA,NA,1,NA,NA,NA,2026-07-15T13:30:58Z,1
R_6V8ujgvNXS91eAe,1,1,1,2,0,1,2,1,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026-07-09T16:35:03Z,1
R_6V8ujgvNXS91eAe,1,1,2,2,1,2,3,3,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026-07-09T16:35:03Z,1
R_6V8ujgvNXS91eAe,1,1,3,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026-07-09T16:35:03Z,1
R_6V8ujgvNXS91eAe,1,2,1,3,0,2,3,3,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026-07-09T16:35:03Z,1
R_6V8ujgvNXS91eAe,1,2,2,3,0,3,2,2,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026-07-09T16:35:03Z,1
R_6V8ujgvNXS91eAe,1,2,3,3,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026-07-09T16:35:03Z,1
R_6V8ujgvNXS91eAe,1,3,1,3,0,3,2,1,113,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026-07-09T16:35:03Z,1
R_6V8ujgvNXS91eAe,1,3,2,3,0,1,1,3,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026-07-09T16:35:03Z,1
R_6V8ujgvNXS91eAe,1,3,3,3,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026-07-09T16:35:03Z,1
R_6V8ujgvNXS91eAe,1,4,1,3,0,2,2,2,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026-07-09T16:35:03Z,1
R_6V8ujgvNXS91eAe,1,4,2,3,0,1,3,1,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026-07-09T16:35:03Z,1
R_6V8ujgvNXS91eAe,1,4,3,3,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026-07-09T16:35:03Z,1
R_6V8ujgvNXS91eAe,1,5,1,3,0,1,2,2,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026-07-09T16:35:03Z,1
R_6V8ujgvNXS91eAe,1,5,2,3,0,2,1,1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026-07-09T16:35:03Z,1
R_6V8ujgvNXS91eAe,1,5,3,3,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026-07-09T16:35:03Z,1
R_6V8ujgvNXS91eAe,1,6,1,3,0,3,2,3,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026-07-09T16:35:03Z,1
R_6V8ujgvNXS91eAe,1,6,2,3,0,2,1,2,113,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026-07-09T16:35:03Z,1
R_6V8ujgvNXS91eAe,1,6,3,3,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026-07-09T16:35:03Z,1
R_6V8ujgvNXS91eAe,1,7,1,3,0,3,3,2,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026-07-09T16:35:03Z,1
R_6V8ujgvNXS91eAe,1,7,2,3,0,2,2,1,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026-07-09T16:35:03Z,1
R_6V8ujgvNXS91eAe,1,7,3,3,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026-07-09T16:35:03Z,1
R_6V8ujgvNXS91eAe,1,8,1,3,0,1,1,2,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026-07-09T16:35:03Z,1
R_6V8ujgvNXS91eAe,1,8,2,3,0,3,3,3,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026-07-09T16:35:03Z,1
R_6V8ujgvNXS91eAe,1,8,3,3,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026-07-09T16:35:03Z,1
R_6VAOqXP2E8OYzfU,1,1,1,5,0,1,2,1,84,NA,1,7,Bibendum aliquam justo per vitae faucibus! Molestie! Vulputate. Felis quam dolor dictumst! Sodales dolorem.,NA,2,NA,NA,NA,2026-06-23T11:57:19Z,1
R_6VAOqXP2E8OYzfU,1,1,2,5,0,2,3,3,56,NA,1,7,Bibendum aliquam justo per vitae faucibus! Molestie! Vulputate. Felis quam dolor dictumst! Sodales dolorem.,NA,2,NA,NA,NA,2026-06-23T11:57:19Z,1
R_6VAOqXP2E8OYzfU,1,1,3,5,0,0,0,0,0,NA,1,7,Bibendum aliquam justo per vitae faucibus! Molestie! Vulputate. Felis quam dolor dictumst! Sodales dolorem.,NA,2,NA,NA,NA,2026-06-23T11:57:19Z,1
R_6VAOqXP2E8OYzfU,1,2,1,1,1,2,3,3,56,NA,1,7,Bibendum aliquam justo per vitae faucibus! Molestie! Vulputate. Felis quam dolor dictumst! Sodales dolorem.,NA,2,NA,NA,NA,2026-06-23T11:57:19Z,1
R_6VAOqXP2E8OYzfU,1,2,2,1,0,3,2,2,56,NA,1,7,Bibendum aliquam justo per vitae faucibus! Molestie! Vulputate. Felis quam dolor dictumst! Sodales dolorem.,NA,2,NA,NA,NA,2026-06-23T11:57:19Z,1
R_6VAOqXP2E8OYzfU,1,2,3,1,0,0,0,0,0,NA,1,7,Bibendum aliquam justo per vitae faucibus! Molestie! Vulputate. Felis quam dolor dictumst! Sodales dolorem.,NA,2,NA,NA,NA,2026-06-23T11:57:19Z,1
R_6VAOqXP2E8OYzfU,1,3,1,1,1,3,2,1,113,NA,1,7,Bibendum aliquam justo per vitae faucibus! Molestie! Vulputate. Felis quam dolor dictumst! Sodales dolorem.,NA,2,NA,NA,NA,2026-06-23T11:57:19Z,1
R_6VAOqXP2E8OYzfU,1,3,2,1,0,1,1,3,22,NA,1,7,Bibendum aliquam justo per vitae faucibus! Molestie! Vulputate. Felis quam dolor dictumst! Sodales dolorem.,NA,2,NA,NA,NA,2026-06-23T11:57:19Z,1
R_6VAOqXP2E8OYzfU,1,3,3,1,0,0,0,0,0,NA,1,7,Bibendum aliquam justo per vitae faucibus! Molestie! Vulputate. Felis quam dolor dictumst! Sodales dolorem.,NA,2,NA,NA,NA,2026-06-23T11:57:19Z,1
R_6VAOqXP2E8OYzfU,1,4,1,1,1,2,2,2,84,NA,1,7,Bibendum aliquam justo per vitae faucibus! Molestie! Vulputate. Felis quam dolor dictumst! Sodales dolorem.,NA,2,NA,NA,NA,2026-06-23T11:57:19Z,1
R_6VAOqXP2E8OYzfU,1,4,2,1,0,1,3,1,56,NA,1,7,Bibendum aliquam justo per vitae faucibus! Molestie! Vulputate. Felis quam dolor dictumst! Sodales dolorem.,NA,2,NA,NA,NA,2026-06-23T11:57:19Z,1
R_6VAOqXP2E8OYzfU,1,4,3,1,0,0,0,0,0,NA,1,7,Bibendum aliquam justo per vitae faucibus! Molestie! Vulputate. Felis quam dolor dictumst! Sodales dolorem.,NA,2,NA,NA,NA,2026-06-23T11:57:19Z,1
R_6VAOqXP2E8OYzfU,1,5,1,3,0,1,2,2,11,NA,1,7,Bibendum aliquam justo per vitae faucibus! Molestie! Vulputate. Felis quam dolor dictumst! Sodales dolorem.,NA,2,NA,NA,NA,2026-06-23T11:57:19Z,1
R_6VAOqXP2E8OYzfU,1,5,2,3,0,2,1,1,11,NA,1,7,Bibendum aliquam justo per vitae faucibus! Molestie! Vulputate. Felis quam dolor dictumst! Sodales dolorem.,NA,2,NA,NA,NA,2026-06-23T11:57:19Z,1
R_6VAOqXP2E8OYzfU,1,5,3,3,1,0,0,0,0,NA,1,7,Bibendum aliquam justo per vitae faucibus! Molestie! Vulputate. Felis quam dolor dictumst! Sodales dolorem.,NA,2,NA,NA,NA,2026-06-23T11:57:19Z,1
R_6VAOqXP2E8OYzfU,1,6,1,2,0,3,2,3,22,NA,1,7,Bibendum aliquam justo per vitae faucibus! Molestie! Vulputate. Felis quam dolor dictumst! Sodales dolorem.,NA,2,NA,NA,NA,2026-06-23T11:57:19Z,1
R_6VAOqXP2E8OYzfU,1,6,2,2,1,2,1,2,113,NA,1,7,Bibendum aliquam justo per vitae faucibus! Molestie! Vulputate. Felis quam dolor dictumst! Sodales dolorem.,NA,2,NA,NA,NA,2026-06-23T11:57:19Z,1
R_6VAOqXP2E8OYzfU,1,6,3,2,0,0,0,0,0,NA,1,7,Bibendum aliquam justo per vitae faucibus! Molestie! Vulputate. Felis quam dolor dictumst! Sodales dolorem.,NA,2,NA,NA,NA,2026-06-23T11:57:19Z,1
R_6VAOqXP2E8OYzfU,1,7,1,1,1,3,3,2,56,NA,1,7,Bibendum aliquam justo per vitae faucibus! Molestie! Vulputate. Felis quam dolor dictumst! Sodales dolorem.,NA,2,NA,NA,NA,2026-06-23T11:57:19Z,1
R_6VAOqXP2E8OYzfU,1,7,2,1,0,2,2,1,84,NA,1,7,Bibendum aliquam justo per vitae faucibus! Molestie! Vulputate. Felis quam dolor dictumst! Sodales dolorem.,NA,2,NA,NA,NA,2026-06-23T11:57:19Z,1
R_6VAOqXP2E8OYzfU,1,7,3,1,0,0,0,0,0,NA,1,7,Bibendum aliquam justo per vitae faucibus! Molestie! Vulputate. Felis quam dolor dictumst! Sodales dolorem.,NA,2,NA,NA,NA,2026-06-23T11:57:19Z,1
R_6VAOqXP2E8OYzfU,1,8,1,1,1,1,1,2,56,NA,1,7,Bibendum aliquam justo per vitae faucibus! Molestie! Vulputate. Felis quam dolor dictumst! Sodales dolorem.,NA,2,NA,NA,NA,2026-06-23T11:57:19Z,1
R_6VAOqXP2E8OYzfU,1,8,2,1,0,3,3,3,22,NA,1,7,Bibendum aliquam justo per vitae faucibus! Molestie! Vulputate. Felis quam dolor dictumst! Sodales dolorem.,NA,2,NA,NA,NA,2026-06-23T11:57:19Z,1
R_6VAOqXP2E8OYzfU,1,8,3,1,0,0,0,0,0,NA,1,7,Bibendum aliquam justo per vitae faucibus! Molestie! Vulputate. Felis quam dolor dictumst! Sodales dolorem.,NA,2,NA,NA,NA,2026-06-23T11:57:19Z,1
R_6XX3UsYGw3uhKku,1,1,1,6,0,1,2,1,84,NA,1,4,NA,NA,3,NA,NA,NA,2026-07-30T20:29:56Z,1
R_6XX3UsYGw3uhKku,1,1,2,6,0,2,3,3,56,NA,1,4,NA,NA,3,NA,NA,NA,2026-07-30T20:29:56Z,1
R_6XX3UsYGw3uhKku,1,1,3,6,0,0,0,0,0,NA,1,4,NA,NA,3,NA,NA,NA,2026-07-30T20:29:56Z,1
R_6XX3UsYGw3uhKku,1,2,1,2,0,2,3,3,56,NA,1,4,NA,NA,3,NA,NA,NA,2026-07-30T20:29:56Z,1
R_6XX3UsYGw3uhKku,1,2,2,2,1,3,2,2,56,NA,1,4,NA,NA,3,NA,NA,NA,2026-07-30T20:29:56Z,1
R_6XX3UsYGw3uhKku,1,2,3,2,0,0,0,0,0,NA,1,4,NA,NA,3,NA,NA,NA,2026-07-30T20:29:56Z,1
R_6XX3UsYGw3uhKku,1,3,1,2,0,3,2,1,113,NA,1,4,NA,NA,3,NA,NA,NA,2026-07-30T20:29:56Z,1
R_6XX3UsYGw3uhKku,1,3,2,2,1,1,1,3,22,NA,1,4,NA,NA,3,NA,NA,NA,2026-07-30T20:29:56Z,1
R_6XX3UsYGw3uhKku,1,3,3,2,0,0,0,0,0,NA,1,4,NA,NA,3,NA,NA,NA,2026-07-30T20:29:56Z,1
R_6XX3UsYGw3uhKku,1,4,1,2,0,2,2,2,84,NA,1,4,NA,NA,3,NA,NA,NA,2026-07-30T20:29:56Z,1
R_6XX3UsYGw3uhKku,1,4,2,2,1,1,3,1,56,NA,1,4,NA,NA,3,NA,NA,NA,2026-07-30T20:29:56Z,1
R_6XX3UsYGw3uhKku,1,4,3,2,0,0,0,0,0,NA,1,4,NA,NA,3,NA,NA,NA,2026-07-30T20:29:56Z,1
R_6XX3UsYGw3uhKku,1,5,1,2,0,1,2,2,11,NA,1,4,NA,NA,3,NA,NA,NA,2026-07-30T20:29:56Z,1
R_6XX3UsYGw3uhKku,1,5,2,2,1,2,1,1,11,NA,1,4,NA,NA,3,NA,NA,NA,2026-07-30T20:29:56Z,1
R_6XX3UsYGw3uhKku,1,5,3,2,0,0,0,0,0,NA,1,4,NA,NA,3,NA,NA,NA,2026-07-30T20:29:56Z,1
R_6XX3UsYGw3uhKku,1,6,1,1,1,3,2,3,22,NA,1,4,NA,NA,3,NA,NA,NA,2026-07-30T20:29:56Z,1
R_6XX3UsYGw3uhKku,1,6,2,1,0,2,1,2,113,NA,1,4,NA,NA,3,NA,NA,NA,2026-07-30T20:29:56Z,1
R_6XX3UsYGw3uhKku,1,6,3,1,0,0,0,0,0,NA,1,4,NA,NA,3,NA,NA,NA,2026-07-30T20:29:56Z,1
R_6XX3UsYGw3uhKku,1,7,1,1,1,3,3,2,56,NA,1,4,NA,NA,3,NA,NA,NA,2026-07-30T20:29:56Z,1
R_6XX3UsYGw3uhKku,1,7,2,1,0,2,2,1,84,NA,1,4,NA,NA,3,NA,NA,NA,2026-07-30T20:29:56Z,1
R_6XX3UsYGw3uhKku,1,7,3,1,0,0,0,0,0,NA,1,4,NA,NA,3,NA,NA,NA,2026-07-30T20:29:56Z,1
R_6XX3UsYGw3uhKku,1,8,1,1,1,1,1,2,56,NA,1,4,NA,NA,3,NA,NA,NA,2026-07-30T20:29:56Z,1
R_6XX3UsYGw3uhKku,1,8,2,1,0,3,3,3,22,NA,1,4,NA,NA,3,NA,NA,NA,2026-07-30T20:29:56Z,1
R_6XX3UsYGw3uhKku,1,8,3,1,0,0,0,0,0,NA,1,4,NA,NA,3,NA,NA,NA,2026-07-30T20:29:56Z,1
R_6d8bHoABmeO14Od,1,1,1,2,0,1,2,1,84,30,2,6,NA,NA,4,na,25,NA,2026-07-13T11:04:46Z,1
R_6d8bHoABmeO14Od,1,1,2,2,1,2,3,3,56,30,2,6,NA,NA,4,na,25,NA,2026-07-13T11:04:46Z,1
R_6d8bHoABmeO14Od,1,1,3,2,0,0,0,0,0,30,2,6,NA,NA,4,na,25,NA,2026-07-13T11:04:46Z,1
R_6d8bHoABmeO14Od,1,2,1,2,0,2,3,3,56,30,2,6,NA,NA,4,na,25,NA,2026-07-13T11:04:46Z,1
R_6d8bHoABmeO14Od,1,2,2,2,1,3,2,2,56,30,2,6,NA,NA,4,na,25,NA,2026-07-13T11:04:46Z,1
R_6d8bHoABmeO14Od,1,2,3,2,0,0,0,0,0,30,2,6,NA,NA,4,na,25,NA,2026-07-13T11:04:46Z,1
R_6d8bHoABmeO14Od,1,3,1,3,0,3,2,1,113,30,2,6,NA,NA,4,na,25,NA,2026-07-13T11:04:46Z,1
R_6d8bHoABmeO14Od,1,3,2,3,0,1,1,3,22,30,2,6,NA,NA,4,na,25,NA,2026-07-13T11:04:46Z,1
R_6d8bHoABmeO14Od,1,3,3,3,1,0,0,0,0,30,2,6,NA,NA,4,na,25,NA,2026-07-13T11:04:46Z,1
R_6d8bHoABmeO14Od,1,4,1,3,0,2,2,2,84,30,2,6,NA,NA,4,na,25,NA,2026-07-13T11:04:46Z,1
R_6d8bHoABmeO14Od,1,4,2,3,0,1,3,1,56,30,2,6,NA,NA,4,na,25,NA,2026-07-13T11:04:46Z,1
