RecordedDate,Qualtrics.RID,Consent,Baseline_Fert.kg,Baseline_Herbicide,Choice.Task_1,Choice.Task_2,Choice.Task_3,Choice.Task_4,Choice.Task_5,Choice.Task_6,Choice.Task_7,Choice.Task_8,Choice.Task_9,Choice.Task_10,Choice.Task_11,Choice.Task_12,Choice.Task_13,Choice.Task_14,Choice.Task_15,Choice.Task_16,Demo_Age,Demo_Gender,Demo_Education,Demo_Education.Text,Farm_Land.Size,Farm_Tenure,Farm_Tenure.Text
2026-07-30 22:53:57,R_envz3zTjhHQxcsm,1,Curabitur auctor! Porta! Eleifend tellus at? Ultrices maecenas. Justo enim! Atque facilisis lorem consectetuer lacus.,Ridiculus phasellus cursus? Dignissim mauris vitae. Pharetra ligula dapibus euismod.,6,3,1,2,3,2,3,2,,,,,,,,,"Tellus, nonummy sit consequat dui. Etiam! Leo atque vitae elementum interdum maecenas.",1,3,,6,3,
2026-07-30 22:53:57,R_bj54x5DsSI1TmoC,1,Vulputate cras primis pretium nullam duis id vel suspendisse non natoque mi.,"Porta ante wisi vivamus mattis malesuada nonummy blandit maecenas! Dapibus, consequat.",,,,,,,,,2,1,3,2,1,1,3,1,"Massa, est consectetuer, donec sagittis? Dolor tempor curabitur quam interdum, platea? Vestibulum porta.",3,1,,5,2,
2026-07-30 22:53:57,R_bJH9xNGKwEqagtg,1,"A? Sem venenatis dolor nibh fusce augue, neque? Tempus nonummy, lorem wisi? Ridiculus.",Pretium mauris vulputate mauris. Urna. Ac phasellus per volutpat nullam nonummy culpa gravida? Volutpat.,,,,,,,,,3,1,1,3,1,2,2,3,Odio. Tempora metus suscipit morbi interdum nullam? Vestibulum mattis aliquam. Convallis maecenas.,3,5,,6,3,
2026-07-30 22:53:58,R_8volZoH8aPHUGge,1,Quis natoque primis blandit potenti aliquet montes auctor vivamus vehicula auctor fermentum mi.,Tellus magnis a? At ut in dolorem temporibus elit. Facilisis natoque vehicula.,,,,,,,,,2,3,1,1,2,2,1,1,"Ut. Nullam vitae duis tempus? Convallis vestibulum, dignissim facilisis tellus rhoncus.",3,2,,6,3,
2026-07-30 22:53:59,R_6nWAGohZJx49LhQ,1,"Purus rutrum fusce enim aenean tempus, id id accumsan dolor eu pede pellentesque nibh.",Velit velit neque elementum aenean orci eros scelerisque! Temporibus mattis.,6,3,1,3,1,3,1,1,,,,,,,,,"Auctor nulla fusce ipsum atque non nullam, dapibus platea viverra ac dui vehicula.",3,3,,4,1,
2026-07-30 22:53:59,R_bki743NZyy4szky,1,Suscipit erat. Sagittis vehicula ut consequat turpis enim fusce mi lectus mattis nullam tempora.,Eget sagittis dui montes laoreet cras sed sit. Magna vestibulum dignissim montes posuere.,6,2,1,1,1,1,1,2,,,,,,,,,Platea magnis. Cursus vehicula sit nonummy porttitor accumsan tellus commodo odio urna.,2,5,,6,4,Rhoncus fermentum. Et fringilla odio turpis dolor! Nonummy! Fermentum porttitor cras ipsum ligula.
2026-07-30 22:54:00,R_6yYqugoRSRojswK,1,Tempus nonummy tempus? Ut. Odio augue. Facilisi vitae! Pellentesque velit! Lectus placerat volutpat ut curabitur.,Facilisi luctus mauris tincidunt ipsum aliquet nibh elementum blandit. Iaculis fringilla urna etiam aliquet.,,,,,,,,,3,2,2,1,3,3,3,1,Aliquam nunc vulputate culpa vestibulum consequat magna lacus sapien amet.,1,6,,5,3,
2026-07-30 22:54:02,R_0igeO3RmRmfnsqO,1,"Ut fusce nibh, proin pellentesque posuere per! Suspendisse nonummy! Dui at eget quam malesuada.",Mauris ab pede maecenas ridiculus nullam tempus metus suscipit. Viverra. Duis.,,,,,,,,,2,2,2,2,3,1,3,1,At molestie rhoncus nullam faucibus. Sit et sollicitudin! Blandit curabitur potenti dictumst vivamus.,2,7,Tincidunt primis praesent. Tincidunt faucibus accumsan. Maecenas tincidunt curabitur scelerisque facilisis! Elementum vivamus. Laoreet.,6,1,
2026-07-30 22:54:03,R_e8Lc1k6vyG8STWK,1,Maecenas. Nulla! Sed at fermentum platea consectetuer aenean dui? Placerat tincidunt id turpis.,"Dui, duis molestie lacus! Luctus ac tempora, pellentesque odio non ligula sem.",2,2,2,1,3,3,1,1,,,,,,,,,"Atque morbi. Vel. A magna dui velit porta, tempor montes lectus! Sollicitudin gravida lectus.",1,2,,5,4,"Primis eros? Tempora commodo orci viverra sollicitudin tempor, sed, primis bibendum."
2026-07-30 22:54:04,R_8xgrfKR4BATaElg,1,"Sit dapibus mauris vehicula urna sit leo. Nunc mattis interdum dui. Etiam et ultrices, bibendum.","Massa enim sodales primis duis potenti sagittis morbi, pharetra elit.",5,3,2,3,3,2,2,2,,,,,,,,,Justo erat sem lectus nulla sapien egestas temporibus praesent justo tempora mi.,2,3,,4,2,
2026-07-30 22:54:04,R_0c7nd54pVRrcoMS,1,Temporibus augue sodales cras lacus pretium velit nullam urna faucibus! Urna maecenas.,"Nulla consequat. Dolor ligula praesent, a elit! Ullamcorper vehicula malesuada. Dolor facilisis.",6,1,3,3,1,3,2,1,,,,,,,,,Mauris bibendum praesent. Orci ultricies interdum maecenas scelerisque montes? Massa lectus non! Volutpat tempor interdum.,2,6,,4,1,
2026-07-30 22:54:05,R_cSx2tAaIjE6EDps,1,Facilisi magna. Velit ultricies malesuada in molestie ac dignissim risus egestas viverra venenatis est. Ac.,"Aenean wisi facilisi nec dolorem consequat sodales nullam blandit porttitor magnis egestas, dapibus. Fermentum. Temporibus.",,,,,,,,,2,1,1,2,2,2,3,1,Iaculis cras placerat porta eleifend dui rhoncus blandit nullam sed gravida! Rhoncus montes.,2,2,,6,3,
2026-07-30 22:54:05,R_9mHCSyIVDSmxoPk,1,Vitae interdum est diam eros magna vivamus sollicitudin eleifend. Consectetuer duis bibendum. Nunc duis.,Enim orci sapien at tortor? Dui? In odio fringilla velit ultricies.,2,3,2,2,3,2,2,1,,,,,,,,,Luctus fringilla erat phasellus curabitur! Accusamus magnis! Nibh risus atque! Ullamcorper bibendum consectetuer dapibus aenean.,3,3,,4,2,
2026-07-30 22:54:05,R_0HeoYvPYPeVgtWm,1,"Dignissim orci cras nec tortor? Per iaculis, donec fusce per tincidunt vehicula pretium integer ultrices.","Nibh. Turpis vivamus? Ut ut arcu ipsum, laoreet nullam nec tempor, temporibus accusamus felis lectus.",,,,,,,,,3,2,3,3,2,2,1,1,Scelerisque imperdiet nulla? Aliquet? Egestas cras pellentesque auctor bibendum aenean risus massa.,1,4,,5,2,
2026-07-30 22:54:06,R_0PcWEdrldWzPBZQ,1,"Fermentum. Dolor tempus tincidunt morbi luctus in at vehicula ipsum, culpa fringilla.",Tincidunt morbi. Justo mauris vestibulum magna. Tempora! Amet natoque imperdiet urna vitae? Venenatis urna lectus.,,,,,,,,,3,3,1,2,3,3,3,2,Dignissim vulputate venenatis vivamus atque aliquam ultricies? Lectus quam elit! Elit dictumst est commodo.,3,6,,5,2,
2026-07-30 22:54:06,R_08vppN6hFjPO66q,1,"Integer! Tempora fringilla. Euismod magna tellus est, dui. Elementum fusce.",Pretium molestie dolorem tortor massa. Quam lorem! Scelerisque tellus cursus porttitor.,6,3,1,2,3,2,1,2,,,,,,,,,"Pharetra suspendisse temporibus? Potenti, et turpis non bibendum viverra luctus dignissim pretium turpis posuere venenatis.",2,3,,5,2,
2026-07-30 22:54:07,R_bHs0USHAFbVdaPs,1,In pretium nunc erat malesuada dui natoque iaculis cursus consequat placerat curabitur sit ridiculus.,Vel erat euismod dolor commodo blandit tempora. Sagittis diam vehicula! Justo! Vulputate. Dolorem mauris.,,,,,,,,,1,1,1,1,1,3,2,3,Id vehicula tempora accumsan at! Purus duis nibh commodo dolorem tellus.,1,7,Nibh faucibus vehicula. Cras! Vehicula et vulputate? Convallis molestie eleifend et. Vulputate.,4,4,"Blandit dui vel, platea! Egestas mi vivamus purus. Arcu eget? Blandit posuere. Morbi gravida, fermentum."
2026-07-30 22:54:07,R_d6ViZzuQHHd4j5k,1,Temporibus dolorem mi dolor ridiculus sollicitudin duis porta. Potenti gravida tellus fermentum enim.,"Turpis faucibus porttitor platea? Massa porta sagittis, rutrum etiam velit morbi nunc tempora? Tempus.",2,1,1,3,3,3,3,3,,,,,,,,,Elementum enim augue proin fermentum dolor in purus blandit sapien justo eget.,1,7,"Blandit odio dictumst fusce aenean suscipit montes! Egestas, eros. Leo etiam ridiculus, nunc! Etiam volutpat.",6,2,
2026-07-30 22:54:09,R_cRX1bAH9hsaSsVU,1,"Turpis dapibus, etiam turpis ut in! Id dui facilisi, tempor facilisi consectetuer, eleifend.","Vel aliquet per proin. Rhoncus ullamcorper scelerisque. Ridiculus. Sed, cras. Cursus.",6,3,3,1,2,1,2,3,,,,,,,,,"Massa cursus, platea lacus, est wisi integer phasellus. Laoreet? Phasellus tortor fringilla augue. Eleifend.",2,5,,6,4,"Blandit, ultrices sodales sodales quis, non ligula. Ultricies mattis euismod culpa nunc."
2026-07-30 22:54:09,R_4YLfcHAmeC5WeWy,1,Enim accumsan. Cras vel facilisi volutpat mauris. Lacus elit. Placerat consectetuer. Dignissim natoque.,"Metus posuere duis ridiculus temporibus temporibus! Sit, risus id potenti cras duis suscipit ab faucibus.",,,,,,,,,3,3,3,2,2,2,3,2,Sit. Lacus laoreet ullamcorper tincidunt quis egestas culpa mauris vitae consectetuer? Sollicitudin duis.,1,5,,5,1,
